Varian?,Nama Varian,SKU,Kategori,Nama Produk,Slug,Deskripsi,Gambar,Harga,Harga Diskon,Harga Beli (HPP),Harga Reseller,Stok,Stok Minimum,Berat (gram),Punya Varian?,Attr: Warna,Attr: Ukuran,Attr: Bahan,Aktif?,Rating/Bintang,Terjual (Manual),Gratis Ongkir?,Meta Title,Meta Description
Ya,Tortilla - ALLSIZE,SI-TL,Hijab,Segitiga Inner,,,,40000,,27203,,0,0,300,0,Tortilla,ALLSIZE,Baby doll,1,0,0,0,,
Ya,Emerald - ALLSIZE,SI-EM,Hijab,Segitiga Inner,,,,40000,,27203,,0,0,300,0,Emerald,ALLSIZE,Baby doll,1,0,0,0,,
Tidak,,HI,Hijab,Seira Hijab Inner,seira-hijab-inner,,,55000,,37810,,0,0,500,1,,,,1,0,0,0,,
Ya,biscuit - ALLSIZE,HI-LG,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,biscuit,ALLSIZE,Ity twist,1,0,0,0,,
Ya,black - ALLSIZE,HI-SS,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,black,ALLSIZE,Ity twist,1,0,0,0,,
Ya,blue jeans - ALLSIZE,HI-CML,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,blue jeans,ALLSIZE,Ity twist,1,0,0,0,,
Ya,burgundy - ALLSIZE,HI-IS,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,burgundy,ALLSIZE,Ity twist,1,0,0,0,,
Ya,camel - ALLSIZE,HI-MV,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,camel,ALLSIZE,Ity twist,1,0,0,0,,
Ya,candy - ALLSIZE,HI-DP,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,candy,ALLSIZE,Ity twist,1,0,0,0,,
Ya,choco pink - ALLSIZE,HI-OT,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,choco pink,ALLSIZE,Ity twist,1,0,0,0,,
Ya,cloudy - ALLSIZE,HI-BW,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,cloudy,ALLSIZE,Ity twist,1,0,0,0,,
Ya,dark grey - ALLSIZE,HI-PEA,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,dark grey,ALLSIZE,Ity twist,1,0,0,0,,
Ya,dark plum - ALLSIZE,HI-CPP,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,dark plum,ALLSIZE,Ity twist,1,0,0,0,,
Ya,deep blue - ALLSIZE,HI-DG,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,deep blue,ALLSIZE,Ity twist,1,0,0,0,,
Ya,dove purple - ALLSIZE,HI-BR,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,dove purple,ALLSIZE,Ity twist,1,0,0,0,,
Ya,grey - ALLSIZE,HI-CK,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,grey,ALLSIZE,Ity twist,1,0,0,0,,
Ya,Irish - ALLSIZE,HI-NB,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,Irish,ALLSIZE,Ity twist,1,0,0,0,,
Ya,isla - ALLSIZE,HI-AR,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,isla,ALLSIZE,Ity twist,1,0,0,0,,
Ya,khaki - ALLSIZE,HI-SB,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,khaki,ALLSIZE,Ity twist,1,0,0,0,,
Ya,kopi - ALLSIZE,HI-CN,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,kopi,ALLSIZE,Ity twist,1,0,0,0,,
Ya,maroon - ALLSIZE,HI-BUT,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,maroon,ALLSIZE,Ity twist,1,0,0,0,,
Ya,mauve - ALLSIZE,HI-RS,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,mauve,ALLSIZE,Ity twist,1,0,0,0,,
Ya,milo - ALLSIZE,HI-SM,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,milo,ALLSIZE,Ity twist,1,0,0,0,,
Ya,navy - ALLSIZE,HI-CL,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,navy,ALLSIZE,Ity twist,1,0,0,0,,
Ya,oat - ALLSIZE,HI-BC,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,oat,ALLSIZE,Ity twist,1,0,0,0,,
Ya,olive - ALLSIZE,HI-OL,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,olive,ALLSIZE,Ity twist,1,0,0,0,,
Ya,peanut - ALLSIZE,HI-IR,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,peanut,ALLSIZE,Ity twist,1,0,0,0,,
Ya,seen olive - ALLSIZE,HI-BJ,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,seen olive,ALLSIZE,Ity twist,1,0,0,0,,
Ya,smoke - ALLSIZE,HI-BL,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,smoke,ALLSIZE,Ity twist,1,0,0,0,,
Ya,soft beige - ALLSIZE,HI-AT,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,soft beige,ALLSIZE,Ity twist,1,0,0,0,,
Ya,thistle - ALLSIZE,HI-TH,Hijab,Seira Hijab Inner,,,,55000,,37810,,0,0,500,0,thistle,ALLSIZE,Ity twist,1,0,0,0,,
Tidak,,TR,Dress,Tiffany Dress Ruffle,tiffany-dress-ruffle,,,145000,,87750,,0,0,700,1,,,,1,0,0,0,,
Ya,HITAM - XL,TR-MM,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,HITAM,XL,Wolpeach,1,0,0,0,,
Ya,MAHOGANY - XL,TR-ML,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,MAHOGANY,XL,Wolpeach,1,0,0,0,,
Ya,SOFT BEIGE - XL,TR-HM,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,SOFT BEIGE,XL,Wolpeach,1,0,0,0,,
Ya,SOFT MAUVE - XL,TR-HXL,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,SOFT MAUVE,XL,Wolpeach,1,0,0,0,,
Ya,HITAM - L,TR-MXL,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,HITAM,L,Wolpeach,1,0,0,0,,
Ya,MAHOGANY - L,TR-SML,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,MAHOGANY,L,Wolpeach,1,0,0,0,,
Ya,SOFT BEIGE - L,TR-HL,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,SOFT BEIGE,L,Wolpeach,1,0,0,0,,
Ya,SOFT MAUVE - L,TR-SBM,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,SOFT MAUVE,L,Wolpeach,1,0,0,0,,
Ya,HITAM - M,TR-SMM,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,HITAM,M,Wolpeach,1,0,0,0,,
Ya,MAHOGANY - M,TR-SBL,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,MAHOGANY,M,Wolpeach,1,0,0,0,,
Ya,SOFT BEIGE - M,TR-SBXL,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,SOFT BEIGE,M,Wolpeach,1,0,0,0,,
Ya,SOFT MAUVE - M,TR-SMXL,Dress,Tiffany Dress Ruffle,,,,145000,,87750,,0,0,700,0,SOFT MAUVE,M,Wolpeach,1,0,0,0,,
Tidak,,VS,Dress,Velora Inner Dress,velora-inner-dress,,,80000,,57500,,0,0,600,1,,,,1,0,0,0,,
Ya,Black - ALLSIZE,VS-OLXL,Dress,Velora Inner Dress,,,,80000,,57500,,0,0,600,0,Black,ALLSIZE,Spandex Balon,1,0,0,0,,
Ya,coral - ALLSIZE,VS-KHM,Dress,Velora Inner Dress,,,,80000,,57500,,0,0,600,0,coral,ALLSIZE,Spandex Balon,1,0,0,0,,
Ya,cream - ALLSIZE,VS-BLM,Dress,Velora Inner Dress,,,,80000,,57500,,0,0,600,0,cream,ALLSIZE,Spandex Balon,1,0,0,0,,
Ya,Khaki - ALLSIZE,VS-ISM,Dress,Velora Inner Dress,,,,80000,,57500,,0,0,600,0,Khaki,ALLSIZE,Spandex Balon,1,0,0,0,,
Ya,sand - ALLSIZE,VS-CXL,Dress,Velora Inner Dress,,,,80000,,57500,,0,0,600,0,sand,ALLSIZE,Spandex Balon,1,0,0,0,,
Tidak,,VN,OneSet,Verlyn Oneset,verlyn-oneset,,,145000,,93125,,0,0,1000,1,,,,1,0,0,0,,
Ya,dark grey - ALLSIZE,VN-OS,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,dark grey,ALLSIZE,Ity twist,1,0,0,0,,
Ya,Hitam - ALLSIZE,VN-MV,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,Hitam,ALLSIZE,Ity twist,1,0,0,0,,
Ya,isla - ALLSIZE,VN-HT,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,isla,ALLSIZE,Ity twist,1,0,0,0,,
Ya,khaki tua - ALLSIZE,VN-KT,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,khaki tua,ALLSIZE,Ity twist,1,0,0,0,,
Ya,kopi - ALLSIZE,VN-DG,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,kopi,ALLSIZE,Ity twist,1,0,0,0,,
Ya,mauve - ALLSIZE,VN-KP,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,mauve,ALLSIZE,Ity twist,1,0,0,0,,
Ya,olive seen - ALLSIZE,VN-IS,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,olive seen,ALLSIZE,Ity twist,1,0,0,0,,
Ya,smoke - ALLSIZE,VN-SM,OneSet,Verlyn Oneset,,,,145000,,93125,,0,0,1000,0,smoke,ALLSIZE,Ity twist,1,0,0,0,,
Tidak,,ZM,Hijab,Zahira Khimar,zahira-khimar,,,75000,,47000,,0,0,400,1,,,,1,0,0,0,,
Ya,almond - SYAR'I,ZM-PL,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,almond,SYAR'I,Ceruty,1,0,0,0,,
Ya,blue denim - SYAR'I,ZS-IV,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,blue denim,SYAR'I,Ceruty,1,0,0,0,,
Ya,bronze - SYAR'I,ZM-FR,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,bronze,SYAR'I,Ceruty,1,0,0,0,,
Ya,bw - SYAR'I,ZM-ML,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,bw,SYAR'I,Ceruty,1,0,0,0,,
Ya,fapuchino - SYAR'I,ZS-BR,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,fapuchino,SYAR'I,Ceruty,1,0,0,0,,
Ya,hitam - SYAR'I,ZS-SG,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,hitam,SYAR'I,Ceruty,1,0,0,0,,
Ya,ivory - SYAR'I,ZM-BD,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,ivory,SYAR'I,Ceruty,1,0,0,0,,
Ya,kopi - SYAR'I,ZM-MG,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,kopi,SYAR'I,Ceruty,1,0,0,0,,
Ya,millo - SYAR'I,ZS-PL,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,millo,SYAR'I,Ceruty,1,0,0,0,,
Ya,mistyc grey - SYAR'I,ZS-BD,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,mistyc grey,SYAR'I,Ceruty,1,0,0,0,,
Ya,oat - SYAR'I,ZS-FR,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,oat,SYAR'I,Ceruty,1,0,0,0,,
Ya,plum - SYAR'I,ZM-HT,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,plum,SYAR'I,Ceruty,1,0,0,0,,
Ya,stone grey - SYAR'I,ZS-ML,Hijab,Zahira Khimar,,,,75000,,47000,,0,0,400,0,stone grey,SYAR'I,Ceruty,1,0,0,0,,
Ya,almond - MEDIUM,ZM-SG,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,almond,MEDIUM,Ceruty,1,0,0,0,,
Ya,blue denim - MEDIUM,ZM-BR,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,blue denim,MEDIUM,Ceruty,1,0,0,0,,
Ya,bronze - MEDIUM,ZS-MG,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,bronze,MEDIUM,Ceruty,1,0,0,0,,
Ya,bw - MEDIUM,ZS-HT,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,bw,MEDIUM,Ceruty,1,0,0,0,,
Ya,fapuchino - MEDIUM,ZM-AL,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,fapuchino,MEDIUM,Ceruty,1,0,0,0,,
Ya,hitam - MEDIUM,ZS-BW,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,hitam,MEDIUM,Ceruty,1,0,0,0,,
Ya,ivory - MEDIUM,ZS-AL,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,ivory,MEDIUM,Ceruty,1,0,0,0,,
Ya,kopi - MEDIUM,ZM-IV,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,kopi,MEDIUM,Ceruty,1,0,0,0,,
Ya,millo - MEDIUM,ZM-BW,Hijab,Zahira Khimar,,,,70000,,47000,,0,0,400,0,millo,MEDIUM,Ceruty,1,0,0,0,,
Tidak,,PIJ,Hijab,Zira Pashmina Inner Jersey,zira-pashmina-inner-jersey,,,55000,,34375,,0,0,400,1,,,,1,0,0,0,,
Ya,biscuit - ALLSIZE,PIJ-PEA,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,biscuit,ALLSIZE,Ity twist,1,0,0,0,,
Ya,black - ALLSIZE,PIJ-ML,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,black,ALLSIZE,Ity twist,1,0,0,0,,
Ya,blue jeans - ALLSIZE,PIJ-BW,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,blue jeans,ALLSIZE,Ity twist,1,0,0,0,,
Ya,burgundy - ALLSIZE,PIJ-BJ,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,burgundy,ALLSIZE,Ity twist,1,0,0,0,,
Ya,bw - ALLSIZE,PIJ-SG,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,bw,ALLSIZE,Ity twist,1,0,0,0,,
Ya,camel - ALLSIZE,PIJ-BR,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,camel,ALLSIZE,Ity twist,1,0,0,0,,
Ya,chocopink - ALLSIZE,PIJ-TH,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,chocopink,ALLSIZE,Ity twist,1,0,0,0,,
Ya,dark grey - ALLSIZE,PIJ-GR,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,dark grey,ALLSIZE,Ity twist,1,0,0,0,,
Ya,dark plum - ALLSIZE,PIJ-BL,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,dark plum,ALLSIZE,Ity twist,1,0,0,0,,
Ya,grey - ALLSIZE,PIJ-CML,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,grey,ALLSIZE,Ity twist,1,0,0,0,,
Ya,khaki tua - ALLSIZE,PIJ-NV,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,khaki tua,ALLSIZE,Ity twist,1,0,0,0,,
Ya,kopi - ALLSIZE,PIJ-CP,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,kopi,ALLSIZE,Ity twist,1,0,0,0,,
Ya,maroon - ALLSIZE,PIJ-KP,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,maroon,ALLSIZE,Ity twist,1,0,0,0,,
Ya,milo - ALLSIZE,PIJ-VH,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,milo,ALLSIZE,Ity twist,1,0,0,0,,
Ya,navy - ALLSIZE,PIJ-MR,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,navy,ALLSIZE,Ity twist,1,0,0,0,,
Ya,peanut - ALLSIZE,PIJ-SAFF,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,peanut,ALLSIZE,Ity twist,1,0,0,0,,
Ya,sage - ALLSIZE,PIJ-KT,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,sage,ALLSIZE,Ity twist,1,0,0,0,,
Ya,thistle - ALLSIZE,PIJ-DW,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,thistle,ALLSIZE,Ity twist,1,0,0,0,,
Ya,vanhouten - ALLSIZE,PIJ-BN,Hijab,Zira Pashmina Inner Jersey,,,,55000,,34375,,0,0,400,0,vanhouten,ALLSIZE,Ity twist,1,0,0,0,,
